#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_002516.2",5135816,5136193,"+",881020,,"PA4586","NP_253276.1",125,"hypothetical protein PA4586"
"chromosome","NC_002516.2",5136317,5137357,"+",881021,"ccpR","PA4587","NP_253277.1",346,"cytochrome C551 peroxidase"
"chromosome","NC_002516.2",5137417,5138754,"-",881027,"gdhA","PA4588","NP_253278.1",445,"glutamate dehydrogenase"
"chromosome","NC_002516.2",5139050,5140441,"-",881028,,"PA4589","NP_253279.1",463,"hypothetical protein PA4589"
"chromosome","NC_002516.2",5140701,5141189,"-",881035,"pra","PA4590","NP_253280.1",162,"protein activator"
"chromosome","NC_002516.2",5141786,5143063,"-",881042,,"PA4591","NP_253281.1",425,"hypothetical protein PA4591"
"chromosome","NC_002516.2",5143053,5144534,"-",881043,,"PA4592","NP_253282.1",493,"hypothetical protein PA4592"
"chromosome","NC_002516.2",5144527,5145720,"-",881052,,"PA4593","NP_253283.1",397,"ABC transporter permease"
"chromosome","NC_002516.2",5145717,5146403,"-",881053,,"PA4594","NP_253284.1",228,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",5146907,5148571,"-",881059,,"PA4595","NP_253285.1",554,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",5149064,5149582,"+",881060,,"PA4596","NP_253286.1",172,"transcriptional regulator"
"chromosome","NC_002516.2",5149633,5151072,"-",881070,"oprJ","PA4597","NP_253287.1",479,"multidrug efflux outer membrane protein OprJ"
"chromosome","NC_002516.2",5151078,5154209,"-",881071,"mexD","PA4598","NP_253288.1",1043,"resistance-nodulation-cell division (RND) multidrug efflux transporter MexD"
"chromosome","NC_002516.2",5154237,5155400,"-",881078,"mexC","PA4599","NP_253289.1",387,"resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC"
"chromosome","NC_002516.2",5155561,5156124,"+",881079,"nfxB","PA4600","NP_253290.1",187,"transcriptional regulator NfxB"
"chromosome","NC_002516.2",5156368,5160615,"+",881084,"morA","PA4601","NP_253291.1",1415,"motility regulator"
"chromosome","NC_002516.2",5160738,5161991,"+",881085,"glyA3","PA4602","NP_253292.1",417,"serine hydroxymethyltransferase"
"chromosome","NC_002516.2",5162069,5162449,"-",881090,,"PA4603","NP_253293.1",126,"hypothetical protein PA4603"
"chromosome","NC_002516.2",5162472,5163476,"-",881091,,"PA4604","NP_253294.1",334,"hypothetical protein PA4604"
"chromosome","NC_002516.2",5163536,5163739,"-",881097,,"PA4605","NP_253295.1",67,"hypothetical protein PA4605"
"chromosome","NC_002516.2",5163788,5165854,"-",881098,,"PA4606","NP_253296.1",688,"hypothetical protein PA4606"
"chromosome","NC_002516.2",5166191,5166697,"-",881101,,"PA4607","NP_253297.1",168,"hypothetical protein PA4607"
"chromosome","NC_002516.2",5166900,5167277,"+",881102,,"PA4608","NP_253298.1",125,"hypothetical protein PA4608"
"chromosome","NC_002516.2",5167284,5168645,"-",881107,"radA","PA4609","NP_253299.1",453,"DNA repair protein RadA"
"chromosome","NC_002516.2",5168755,5169189,"+",881108,,"PA4610","NP_253300.1",144,"hypothetical protein PA4610"
"chromosome","NC_002516.2",5169251,5169505,"-",881114,,"PA4611","NP_253301.1",84,"hypothetical protein PA4611"
"chromosome","NC_002516.2",5169580,5170131,"-",881115,,"PA4612","NP_253302.1",183,"hypothetical protein PA4612"
"chromosome","NC_002516.2",5170185,5171726,"-",881120,"katB","PA4613","NP_253303.1",513,"catalase"
"chromosome","NC_002516.2",5172253,5172666,"+",881127,"mscL","PA4614","NP_253304.1",137,"large-conductance mechanosensitive channel"
"chromosome","NC_002516.2",5172771,5173547,"-",881128,,"PA4615","NP_253305.1",258,"oxidoreductase"
"chromosome","NC_002516.2",5173654,5174652,"-",881133,,"PA4616","NP_253306.1",332,"C4-dicarboxylate-binding protein"
"chromosome","NC_002516.2",5174980,5176104,"+",881134,,"PA4617","NP_253307.1",374,"hypothetical protein PA4617"
"chromosome","NC_002516.2",5176680,5177651,"-",881145,,"PA4618","NP_253308.1",323,"hypothetical protein PA4618"
"chromosome","NC_002516.2",5177655,5178902,"-",881146,,"PA4619","NP_253309.1",415,"cytochrome C"
"chromosome","NC_002516.2",5178905,5179444,"-",881160,,"PA4620","NP_253310.1",179,"hypothetical protein PA4620"
"chromosome","NC_002516.2",5179437,5182268,"-",881161,,"PA4621","NP_253311.1",943,"oxidoreductase"
"chromosome","NC_002516.2",5182579,5183790,"+",881168,,"PA4622","NP_253312.1",403,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",5183950,5184339,"-",881169,,"PA4623","NP_253313.1",129,"hypothetical protein PA4623"
"chromosome","NC_002516.2",5184642,5186348,"-",881173,,"PA4624","NP_253314.1",568,"hypothetical protein PA4624"
"chromosome","NC_002516.2",5186411,5192875,"-",881174,,"PA4625","NP_253315.1",2154,"hypothetical protein PA4625"
"chromosome","NC_002516.2",5193196,5194167,"+",881182,"hprA","PA4626","NP_253316.1",323,"glycerate dehydrogenase"
"chromosome","NC_002516.2",5194277,5195275,"+",881183,,"PA4627","NP_253317.1",332,"16S rRNA methyltransferase"
"chromosome","NC_002516.2",5195370,5196833,"+",881192,"lysP","PA4628","NP_253318.1",487,"lysine-specific permease"
"chromosome","NC_002516.2",5197186,5197764,"+",881193,,"PA4629","NP_253319.1",192,"hypothetical protein PA4629"
"chromosome","NC_002516.2",5197881,5198324,"+",881199,,"PA4630","NP_253320.1",147,"hypothetical protein PA4630"
"chromosome","NC_002516.2",5198334,5199359,"-",881200,,"PA4631","NP_253321.1",341,"hypothetical protein PA4631"
"chromosome","NC_002516.2",5199503,5200324,"-",881207,,"PA4632","NP_253322.1",273,"hypothetical protein PA4632"
"chromosome","NC_002516.2",5200487,5202625,"+",881208,,"PA4633","NP_253323.1",712,"chemotaxis transducer"
"chromosome","NC_002516.2",5202628,5203242,"-",881215,,"PA4634","NP_253324.1",204,"hypothetical protein PA4634"
"chromosome","NC_002516.2",5203668,5204372,"+",881216,,"PA4635","NP_253325.1",234,"hypothetical protein PA4635"
"chromosome","NC_002516.2",5204385,5204648,"-",17373385,,"PA4635a","YP_008719779.1",87,"hypothetical protein PA4635a"
"chromosome","NC_002516.2",5204648,5204830,"-",17373335,,"PA4636a","YP_008719780.1",60,"hypothetical protein PA4636a"
"chromosome","NC_002516.2",5204928,5206088,"+",881223,,"PA4636","NP_253326.1",386,"hypothetical protein PA4636"
"chromosome","NC_002516.2",5206209,5206487,"-",881224,,"PA4637","NP_253327.1",92,"hypothetical protein PA4637"
"chromosome","NC_002516.2",5206720,5207007,"-",881238,,"PA4637a","YP_008719781.1",95,"hypothetical protein PA4637a"
"chromosome","NC_002516.2",5207035,5207622,"-",881239,,"PA4639","NP_253329.1",195,"hypothetical protein PA4639"
"chromosome","NC_002516.2",5208464,5209987,"+",881249,"mqoB","PA4640","NP_253330.1",507,"malate:quinone oxidoreductase"
"chromosome","NC_002516.2",5210706,5210996,"-",881256,,"PA4642","NP_253331.1",96,"hypothetical protein PA4642"
"chromosome","NC_002516.2",5211079,5211564,"-",881257,,"PA4643","NP_253332.1",161,"hypothetical protein PA4643"
"chromosome","NC_002516.2",5211632,5212105,"-",881265,,"PA4644","NP_253333.1",157,"hypothetical protein PA4644"
"chromosome","NC_002516.2",5212107,5212664,"-",881266,,"PA4645","NP_253334.1",185,"hypoxanthine-guanine phosphoribosyltransferase"
"chromosome","NC_002516.2",5212833,5213471,"+",881277,"upp","PA4646","NP_253335.1",212,"uracil phosphoribosyltransferase"
"chromosome","NC_002516.2",5213474,5214757,"+",881278,"uraA","PA4647","NP_253336.1",427,"uracil permease"
"chromosome","NC_002516.2",5215091,5215639,"+",881285,,"PA4648","NP_253337.1",182,"hypothetical protein PA4648"
"chromosome","NC_002516.2",5215670,5216203,"+",881286,,"PA4649","NP_253338.1",177,"hypothetical protein PA4649"
"chromosome","NC_002516.2",5216203,5216745,"+",881294,,"PA4650","NP_253339.1",180,"hypothetical protein PA4650"
"chromosome","NC_002516.2",5216764,5217552,"+",881295,,"PA4651","NP_253340.1",262,"pili assembly chaperone"
"chromosome","NC_002516.2",5217569,5219941,"+",881301,,"PA4652","NP_253341.1",790,"hypothetical protein PA4652"
"chromosome","NC_002516.2",5219938,5220885,"+",881302,,"PA4653","NP_253342.1",315,"hypothetical protein PA4653"
"chromosome","NC_002516.2",5220887,5222260,"-",881310,,"PA4654","NP_253343.1",457,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",5222540,5223562,"-",881311,"hemH","PA4655","NP_253344.1",340,"ferrochelatase"
"chromosome","NC_002516.2",5223559,5224476,"-",881319,,"PA4656","NP_253345.1",305,"hypothetical protein PA4656"
"chromosome","NC_002516.2",5224890,5225873,"+",881328,,"PA4657","NP_253346.1",327,"hypothetical protein PA4657"
"chromosome","NC_002516.2",5226026,5226982,"+",881329,,"PA4658","NP_253347.1",318,"hypothetical protein PA4658"
"chromosome","NC_002516.2",5226992,5227891,"+",881336,,"PA4659","NP_253348.1",299,"transcriptional regulator"
"chromosome","NC_002516.2",5227888,5229333,"+",881337,"phr","PA4660","NP_253349.1",481,"deoxyribodipyrimidine photolyase"
"chromosome","NC_002516.2",5229459,5229980,"-",881344,"pagL","PA4661","NP_253350.1",173,"lipid A 3-O-deacylase"
"chromosome","NC_002516.2",5230114,5230911,"-",881345,"murI","PA4662","NP_253351.1",265,"glutamate racemase"
"chromosome","NC_002516.2",5230901,5231659,"-",881352,"moeB","PA4663","NP_253352.1",252,"molybdopterin biosynthesis protein MoeB"
"chromosome","NC_002516.2",5231653,5232483,"-",881353,"hemK","PA4664","NP_253353.1",276,"methyl transferase"
"chromosome","NC_002516.2",5232485,5233567,"-",881360,"prfA","PA4665","NP_253354.1",360,"peptide chain release factor 1"
"chromosome","NC_002516.2",5233585,5234853,"-",881361,"hemA","PA4666","NP_253355.1",422,"glutamyl-tRNA reductase"
"chromosome","NC_002516.2",5234997,5236769,"+",881370,,"PA4667","NP_253356.1",590,"hypothetical protein PA4667"
"chromosome","NC_002516.2",5236774,5237391,"+",881371,,"PA4668","NP_253357.1",205,"molecular chaperone LolB"
"chromosome","NC_002516.2",5237393,5238241,"+",881380,"ipk","PA4669","NP_253358.1",282,"4-diphosphocytidyl-2C-methyl-D-erythritol kinase"
"chromosome","NC_002516.2",5238408,5239349,"+",881387,"prs","PA4670","NP_253359.1",313,"ribose-phosphate pyrophosphokinase"
"chromosome","NC_002516.2",5239466,5240080,"+",881395,,"PA4671","NP_253360.1",204,"50S ribosomal protein L25/general stress protein Ctc"
"chromosome","NC_002516.2",5240122,5240706,"+",881396,,"PA4672","NP_253361.1",194,"peptidyl-tRNA hydrolase"
"chromosome","NC_002516.2",5240747,5241847,"+",881404,,"PA4673","NP_253362.1",366,"GTP-dependent nucleic acid-binding protein EngD"
"chromosome","NC_002516.2",5242254,5242559,"-",881405,,"PA4674","NP_253363.1",101,"hypothetical protein PA4674"
"chromosome","NC_002516.2",5243178,5245406,"+",881415,,"PA4675","NP_253364.1",742,"TonB-dependent receptor"
"chromosome","NC_002516.2",5245476,5246123,"-",881416,,"PA4676","NP_253365.1",215,"carbonic anhydrase"
"chromosome","NC_002516.2",5246185,5247423,"-",881426,,"PA4677","NP_253366.1",412,"hypothetical protein PA4677"
"chromosome","NC_002516.2",5247622,5248074,"-",881427,"rimI","PA4678","NP_253367.1",150,"peptide n-acetyltransferase RimI"
"chromosome","NC_002516.2",5248071,5248772,"-",881431,,"PA4679","NP_253368.1",233,"hypothetical protein PA4679"
"chromosome","NC_002516.2",5249032,5249568,"-",881432,,"PA4680","NP_253369.1",178,"hypothetical protein PA4680"
"chromosome","NC_002516.2",5249599,5250618,"-",881437,,"PA4681","NP_253370.1",339,"hypothetical protein PA4681"
"chromosome","NC_002516.2",5250620,5251666,"-",881438,,"PA4682","NP_253371.1",348,"hypothetical protein PA4682"
"chromosome","NC_002516.2",5251871,5252473,"-",881444,,"PA4683","NP_253372.1",200,"hypothetical protein PA4683"
"chromosome","NC_002516.2",5252758,5254056,"+",881445,,"PA4684","NP_253373.1",432,"hypothetical protein PA4684"
"chromosome","NC_002516.2",5254046,5254741,"+",881449,,"PA4685","NP_253374.1",231,"hypothetical protein PA4685"
"chromosome","NC_002516.2",5254738,5257584,"+",881450,,"PA4686","NP_253375.1",948,"hypothetical protein PA4686"
"chromosome","NC_002516.2",5257696,5258703,"+",881454,"hitA","PA4687","NP_253376.1",335,"ferric iron-binding periplasmic protein HitA"
"chromosome","NC_002516.2",5258724,5260262,"+",881460,"hitB","PA4688","NP_253377.1",512,"iron (III)-transporter permease HitB"
"chromosome","NC_002516.2",5260343,5262649,"-",881461,,"PA4689","NP_253378.1",768,"hypothetical protein PA4689"
"chromosome","NC_002516.2",5262642,5263262,"-",881465,,"PA4690","YP_008719782.1",206,"hypothetical protein PA4690"
"chromosome","NC_002516.2",5263249,5263956,"-",17373386,,"PA4690a","YP_008719783.1",235,"paraquat-inducible protein A"
"chromosome","NC_002516.2",5269803,5270411,"-",881474,,"PA4691","NP_253379.1",202,"sulfite oxidase subunit YedZ"
"chromosome","NC_002516.2",5270411,5271424,"-",881475,,"PA4692","NP_253380.1",337,"sulfite oxidase subunit YedY"
"chromosome","NC_002516.2",5271485,5272300,"-",881482,"pssA","PA4693","NP_253381.1",271,"phosphatidylserine synthase"
"chromosome","NC_002516.2",5272455,5273471,"-",881483,"ilvC","PA4694","NP_253382.1",338,"ketol-acid reductoisomerase"
"chromosome","NC_002516.2",5273514,5274005,"-",881490,"ilvH","PA4695","NP_253383.1",163,"acetolactate synthase small subunit"
"chromosome","NC_002516.2",5274008,5275732,"-",881496,"ilvI","PA4696","NP_253384.1",574,"acetolactate synthase 3 catalytic subunit"
"chromosome","NC_002516.2",5276283,5276735,"+",881497,,"PA4697","NP_253385.1",150,"hypothetical protein PA4697"
"chromosome","NC_002516.2",5276843,5277172,"-",881505,,"PA4698","NP_253386.1",109,"hypothetical protein PA4698"
"chromosome","NC_002516.2",5277172,5277951,"-",881506,,"PA4699","NP_253387.1",259,"hypothetical protein PA4699"
"chromosome","NC_002516.2",5277968,5280292,"-",881511,"mrcB","PA4700","NP_253388.1",774,"penicillin-binding protein 1B"
"chromosome","NC_002516.2",5280505,5282067,"+",881512,,"PA4701","NP_253389.1",520,"hypothetical protein PA4701"
"chromosome","NC_002516.2",5282159,5282506,"+",881517,,"PA4702","NP_253390.1",115,"hypothetical protein PA4702"
"chromosome","NC_002516.2",5282732,5283004,"+",881518,,"PA4703","NP_253391.1",90,"hypothetical protein PA4703"
"chromosome","NC_002516.2",5283109,5283906,"+",881530,"cbpA","PA4704","NP_253392.1",265,"cAMP-binding protein A"
"chromosome","NC_002516.2",5284370,5285257,"-",881531,,"PA4705","NP_253393.1",295,"hypothetical protein PA4705"
"chromosome","NC_002516.2",5285268,5286035,"-",881536,,"PA4706","NP_253394.1",255,"hemin importer ATP-binding subunit"
"chromosome","NC_002516.2",5286035,5287018,"-",881537,,"PA4707","NP_253395.1",327,"ABC transporter permease"
"chromosome","NC_002516.2",5287069,5287962,"-",881543,"phuT","PA4708","NP_253396.1",297,"heme-transporter PhuT"
"chromosome","NC_002516.2",5287972,5289036,"-",881544,,"PA4709","NP_253397.1",354,"hemin degrading factor"
"chromosome","NC_002516.2",5289217,5291511,"+",881550,"phuR","PA4710","NP_253398.1",764,"heme/hemoglobin uptake outer membrane receptor PhuR"
"chromosome","NC_002516.2",5291614,5291961,"+",881551,,"PA4711","NP_253399.1",115,"hypothetical protein PA4711"
"chromosome","NC_002516.2",5292042,5292554,"+",881559,,"PA4712","NP_253400.1",170,"hypothetical protein PA4712"
"chromosome","NC_002516.2",5292558,5293007,"-",881560,,"PA4713","NP_253401.1",149,"hypothetical protein PA4713"
"chromosome","NC_002516.2",5293257,5293706,"+",881568,,"PA4714","NP_253402.1",149,"hypothetical protein PA4714"
"chromosome","NC_002516.2",5293765,5295000,"-",881569,,"PA4715","NP_253403.1",411,"aminotransferase"
"chromosome","NC_002516.2",5295170,5296024,"+",881573,,"PA4716","NP_253404.1",284,"hypothetical protein PA4716"
"chromosome","NC_002516.2",5296092,5296985,"+",881574,,"PA4717","NP_253405.1",297,"hypothetical protein PA4717"
"chromosome","NC_002516.2",5297007,5297483,"-",881580,,"PA4718","NP_253406.1",158,"hypothetical protein PA4718"
"chromosome","NC_002516.2",5297897,5299192,"+",881581,,"PA4719","NP_253407.1",431,"transporter"
"chromosome","NC_002516.2",5299189,5300280,"+",881587,"trmA","PA4720","NP_253408.1",363,"tRNA (uracil-5-)-methyltransferase"
"chromosome","NC_002516.2",5300314,5301021,"-",881588,,"PA4721","NP_253409.1",235,"sugar fermentation stimulation protein A"
"chromosome","NC_002516.2",5301021,5302193,"-",881593,,"PA4722","NP_253410.1",390,"hypothetical protein PA4722"
"chromosome","NC_002516.2",5302386,5302832,"+",881594,"dksA","PA4723","NP_253411.1",148,"suppressor protein DksA"
"chromosome","NC_002516.2",5302900,5303781,"+",881601,,"PA4724","NP_253412.1",293,"glutamyl-Q tRNA(Asp) synthetase"
"chromosome","NC_002516.2",5303851,5304027,"+",9793393,,"PA4724.1","YP_003933613.1",58,"hypothetical protein PA4724.1"
"chromosome","NC_002516.2",5304011,5306962,"+",881602,"cbrA","PA4725","NP_253413.1",983,"two-component sensor CbrA"
"chromosome","NC_002516.2",5306989,5308425,"+",881609,"cbrB","PA4726","NP_253414.1",478,"two-component response regulator CbrB"
"chromosome","NC_002516.2",5309326,5310729,"+",881610,"pcnB","PA4727","NP_253415.1",467,"poly(A) polymerase"
"chromosome","NC_002516.2",5310726,5311214,"+",881616,"folK","PA4728","NP_253416.1",162,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase"
"chromosome","NC_002516.2",5311464,5312264,"+",881621,"panB","PA4729","NP_253417.1",266,"3-methyl-2-oxobutanoate hydroxymethyltransferase"
"chromosome","NC_002516.2",5312261,5313112,"+",881622,"panC","PA4730","NP_253418.1",283,"pantoate--beta-alanine ligase"
"chromosome","NC_002516.2",5313206,5313586,"+",881637,"panD","PA4731","NP_253419.1",126,"aspartate alpha-decarboxylase"
"chromosome","NC_002516.2",5313676,5315340,"+",881638,"pgi","PA4732","NP_253420.1",554,"glucose-6-phosphate isomerase"
"chromosome","NC_002516.2",5315534,5317471,"+",881650,"acsB","PA4733","NP_253421.1",645,"acetyl-CoA synthetase"
"chromosome","NC_002516.2",5317569,5318450,"+",881651,,"PA4734","NP_253422.1",293,"hypothetical protein PA4734"
"chromosome","NC_002516.2",5318575,5321841,"+",881654,,"PA4735","NP_253423.1",1088,"hypothetical protein PA4735"
"chromosome","NC_002516.2",5321846,5322139,"+",881655,,"PA4736","NP_253424.1",97,"hypothetical protein PA4736"
"chromosome","NC_002516.2",5322136,5322450,"+",881663,,"PA4737","NP_253425.2",104,"hypothetical protein PA4737"
"chromosome","NC_002516.2",5322510,5322707,"-",881664,,"PA4738","NP_253426.1",65,"hypothetical protein PA4738"
"chromosome","NC_002516.2",5322757,5323101,"-",881670,,"PA4739","NP_253427.1",114,"hypothetical protein PA4739"
"chromosome","NC_002516.2",5323374,5325479,"-",881671,"pnp","PA4740","NP_253428.1",701,"polynucleotide phosphorylase"
"chromosome","NC_002516.2",5325653,5325922,"-",881675,"rpsO","PA4741","NP_253429.1",89,"30S ribosomal protein S15"
"chromosome","NC_002516.2",5326018,5326932,"-",881676,"truB","PA4742","NP_253430.1",304,"tRNA pseudouridine synthase B"
"chromosome","NC_002516.2",5326935,5327324,"-",881688,"rbfA","PA4743","NP_253431.1",129,"ribosome-binding factor A"
"chromosome","NC_002516.2",5327427,5329949,"-",881695,"infB","PA4744","NP_253432.1",840,"translation initiation factor IF-2"
"chromosome","NC_002516.2",5329977,5331458,"-",881696,"nusA","PA4745","NP_253433.1",493,"transcription elongation factor NusA"
"chromosome","NC_002516.2",5331503,5331961,"-",881700,,"PA4746","NP_253434.1",152,"hypothetical protein PA4746"
"chromosome","NC_002516.2",5332354,5332743,"-",881707,"secG","PA4747","NP_253435.1",129,"preprotein translocase subunit SecG"
"chromosome","NC_002516.2",5332746,5333501,"-",881712,"tpiA","PA4748","NP_253436.1",251,"triosephosphate isomerase"
"chromosome","NC_002516.2",5333567,5334904,"-",881713,"glmM","PA4749","NP_253437.1",445,"phosphoglucosamine mutase"
"chromosome","NC_002516.2",5334921,5335772,"-",881715,"folP","PA4750","NP_253438.1",283,"dihydropteroate synthase"
"chromosome","NC_002516.2",5335782,5337701,"-",881716,"ftsH","PA4751","NP_253439.1",639,"cell division protein FtsH"
"chromosome","NC_002516.2",5337900,5338523,"-",881725,"ftsJ","PA4752","NP_253440.1",207,"cell division protein FtsJ"
"chromosome","NC_002516.2",5338618,5338932,"+",881726,,"PA4753","NP_253441.1",104,"hypothetical protein PA4753"
"chromosome","NC_002516.2",5338973,5339380,"-",881735,,"PA4754","NP_253442.1",135,"hypothetical protein PA4754"
"chromosome","NC_002516.2",5339391,5339867,"-",881736,"greA","PA4755","NP_253443.1",158,"transcription elongation factor GreA"
"chromosome","NC_002516.2",5339864,5343085,"-",881743,"carB","PA4756","NP_253444.1",1073,"carbamoyl phosphate synthase large subunit"
"chromosome","NC_002516.2",5343105,5343755,"-",881750,,"PA4757","NP_253445.1",216,"leucine export protein LeuE"
"chromosome","NC_002516.2",5343767,5344903,"-",881751,"carA","PA4758","NP_253446.1",378,"carbamoyl phosphate synthase small subunit"
"chromosome","NC_002516.2",5345086,5345892,"-",881759,"dapB","PA4759","NP_253447.1",268,"4-hydroxy-tetrahydrodipicolinate reductase"
"chromosome","NC_002516.2",5345949,5347082,"-",881760,"dnaJ","PA4760","NP_253448.1",377,"molecular chaperone DnaJ"
"chromosome","NC_002516.2",5347198,5349111,"-",881765,"dnaK","PA4761","NP_253449.1",637,"molecular chaperone DnaK"
"chromosome","NC_002516.2",5349201,5349761,"-",881766,"grpE","PA4762","NP_253450.1",186,"heat shock protein GrpE"
"chromosome","NC_002516.2",5349929,5351605,"+",881773,"recN","PA4763","NP_253451.1",558,"DNA repair protein RecN"
"chromosome","NC_002516.2",5351675,5352079,"-",881780,"fur","PA4764","NP_253452.1",134,"ferric uptake regulation protein"
"chromosome","NC_002516.2",5352177,5352707,"+",881781,"omlA","PA4765","NP_253453.1",176,"outer membrane lipoprotein OmlA"
"chromosome","NC_002516.2",5352775,5353080,"-",881790,,"PA4766","NP_253454.1",101,"hypothetical protein PA4766"
"chromosome","NC_002516.2",5353073,5353507,"-",881791,,"PA4767","NP_253455.1",144,"hypothetical protein PA4767"
"chromosome","NC_002516.2",5353783,5354262,"+",881797,"smpB","PA4768","NP_253456.1",159,"SsrA-binding protein"
"chromosome","NC_002516.2",5354285,5355058,"-",881798,,"PA4769","NP_253457.1",257,"transcriptional regulator"
"chromosome","NC_002516.2",5355387,5357075,"+",881808,"lldP","PA4770","NP_253458.1",562,"L-lactate permease"
"chromosome","NC_002516.2",5357230,5358375,"+",881809,"lldD","PA4771","NP_253459.1",381,"L-lactate dehydrogenase"
"chromosome","NC_002516.2",5358442,5361258,"+",881816,,"PA4772","NP_253460.1",938,"ferredoxin"
"chromosome","NC_002516.2",5361586,5362068,"+",881823,,"PA4773","NP_253461.1",160,"hypothetical protein PA4773"
"chromosome","NC_002516.2",5362146,5363195,"+",881824,,"PA4774","NP_253462.1",349,"hypothetical protein PA4774"
"chromosome","NC_002516.2",5363198,5364058,"+",881833,,"PA4775","NP_253463.1",286,"hypothetical protein PA4775"
"chromosome","NC_002516.2",5364071,5364736,"+",881834,"pmrA","PA4776","NP_253464.1",221,"two-component regulator system response regulator PmrA"
"chromosome","NC_002516.2",5364760,5366193,"+",881841,"pmrB","PA4777","NP_253465.1",477,"two-component regulator system signal sensor kinase PmrB"
"chromosome","NC_002516.2",5366257,5366655,"+",881842,"cueR","PA4778","NP_253466.1",132,"protein CueR"
"chromosome","NC_002516.2",5367187,5368080,"-",880056,,"PA4779","NP_253467.1",297,"hypothetical protein PA4779"
"chromosome","NC_002516.2",5368170,5369063,"-",880057,,"PA4780","NP_253468.1",297,"hypothetical protein PA4780"
"chromosome","NC_002516.2",5369187,5370368,"-",880075,,"PA4781","NP_253469.1",393,"cyclic di-GMP phosphodiesterase"
"chromosome","NC_002516.2",5370476,5370721,"-",880076,,"PA4782","NP_253470.1",81,"hypothetical protein PA4782"
"chromosome","NC_002516.2",5370755,5371645,"-",880391,,"PA4783","NP_253471.1",296,"hypothetical protein PA4783"
"chromosome","NC_002516.2",5371800,5372267,"+",880392,,"PA4784","NP_253472.1",155,"transcriptional regulator"
"chromosome","NC_002516.2",5372591,5373868,"-",880568,,"PA4785","NP_253473.1",425,"acetyl-CoA acetyltransferase"
"chromosome","NC_002516.2",5374123,5375478,"+",880569,,"PA4786","NP_253474.1",451,"3-ketoacyl-ACP reductase"
"chromosome","NC_002516.2",5375590,5376591,"-",880495,,"PA4787","NP_253475.1",333,"transcriptional regulator"
"chromosome","NC_002516.2",5376852,5377709,"+",880496,,"PA4788","NP_253476.1",285,"hypothetical protein PA4788"
"chromosome","NC_002516.2",5377791,5378096,"+",880548,,"PA4789","NP_253477.1",101,"hypothetical protein PA4789"
"chromosome","NC_002516.2",5378093,5378842,"+",880549,,"PA4790","NP_253478.1",249,"hypothetical protein PA4790"
"chromosome","NC_002516.2",5378908,5379528,"+",880462,,"PA4791","NP_253479.1",206,"hypothetical protein PA4791"
"chromosome","NC_002516.2",5379513,5380448,"-",880463,,"PA4792","NP_253480.1",311,"hypothetical protein PA4792"
"chromosome","NC_002516.2",5380580,5381143,"+",880439,,"PA4793","NP_253481.1",187,"hypothetical protein PA4793"
"chromosome","NC_002516.2",5381145,5381627,"+",880440,,"PA4794","NP_253482.1",160,"hypothetical protein PA4794"
"chromosome","NC_002516.2",5381617,5381994,"+",880423,,"PA4795","NP_253483.1",125,"hypothetical protein PA4795"
"chromosome","NC_002516.2",5381991,5382458,"+",880424,,"PA4796","NP_253484.1",155,"hypothetical protein PA4796"
"chromosome","NC_002516.2",5382796,5383812,"-",880407,,"PA4797","NP_253485.1",338,"transposase"
"chromosome","NC_002516.2",5383947,5384675,"+",880408,,"PA4798","NP_253486.1",242,"hypothetical protein PA4798"
"chromosome","NC_002516.2",5384698,5385276,"-",880308,,"PA4799","NP_253487.1",192,"hypothetical protein PA4799"
"chromosome","NC_002516.2",5385273,5386073,"-",880309,,"PA4800","NP_253488.1",266,"hypothetical protein PA4800"
"chromosome","NC_002516.2",5386369,5386737,"-",880269,,"PA4801","NP_253489.1",122,"hypothetical protein PA4801"
"chromosome","NC_002516.2",5387000,5387722,"+",880270,,"PA4802","NP_253490.1",240,"hypothetical protein PA4802"
"chromosome","NC_002516.2",5387990,5388607,"-",880251,,"PA4803","NP_253491.1",205,"hypothetical protein PA4803"
"chromosome","NC_002516.2",5388702,5390099,"-",880252,,"PA4804","NP_253492.1",465,"amino acid permease"
"chromosome","NC_002516.2",5390148,5391554,"-",880237,,"PA4805","NP_253493.1",468,"hypothetical protein PA4805"
"chromosome","NC_002516.2",5391836,5392519,"+",880238,,"PA4806","NP_253494.1",227,"transcriptional regulator"
"chromosome","NC_002516.2",5392523,5394448,"-",880197,"selB","PA4807","NP_253495.1",641,"selenocysteine-specific elongation factor"
"chromosome","NC_002516.2",5394445,5395851,"-",880198,"selA","PA4808","NP_253496.1",468,"selenocysteine synthase"
"chromosome","NC_002516.2",5395930,5396859,"-",880170,"fdhE","PA4809","NP_253497.1",309,"formate dehydrogenase subunit epsilon"
"chromosome","NC_002516.2",5396992,5397618,"-",880192,"fdnI","PA4810","NP_253498.1",208,"nitrate-inducible formate dehydrogenase subunit gamma"
